,Primary Item Number,Related Item Number
95,10024260,10114043.0
96,10024260,10799770.0
97,10024260,11036818.0
98,10024260,10949168.0
99,10024260,10950227.0
100,10024260,10747826.0
101,10029049,10728306.0
102,10029049,10464214.0
103,10029049,11120560.0
104,10029049,10954292.0
105,10029049,10223941.0
106,10029049,10081801.0
107,10029049,10180737.0
108,10029049,10728643.0
109,10029049,10728839.0
110,10029049,10728251.0
111,10029049,10954292.0
112,10029049,10223941.0
113,10029049,10081801.0
114,10029049,10728306.0
115,10029049,10464214.0
116,10033257,11120385.0
117,10033257,10347709.0
118,10033257,10095301.0
119,10033257,10837531.0
120,10033257,10950577.0
121,10033257,10347391.0
122,10033257,11120729.0
123,10033257,10728525.0
124,10033257,20096366.0
125,10033257,10728533.0
126,10033257,11120385.0
127,10033257,10347709.0
128,10033257,10950233.0
129,10033257,10095301.0
130,10033257,10837531.0
131,10035501,10728322.0
132,10035501,20074447.0
133,10035501,10884333.0
134,10035501,10544767.0
135,10035501,10484135.0
136,10035501,10552999.0
137,10035501,10342875.0
138,10035501,10728522.0
139,10035501,10727979.0
140,10035501,10728685.0
141,10035501,20074447.0
142,10035501,10884333.0
143,10035501,10544767.0
144,10035501,10484135.0
145,10035501,10728322.0
146,10035502,10766743.0
147,10035502,10467161.0
148,10035502,10884333.0
149,10035502,10728318.0
150,10035502,10728521.0
151,10035502,10728138.0
152,10035502,10102628.0
153,10035502,10035501.0
154,10035502,10072728.0
155,10035502,20086846.0
156,10035502,10467161.0
157,10035502,10884333.0
158,10035502,10766743.0
159,10035502,10807250.0
160,10035502,10728069.0
161,10035503,10884333.0
162,10035503,10728673.0
163,10035503,20096364.0
164,10035503,10038136.0
165,10035503,10035501.0
166,10035503,10035502.0
167,10035503,10035504.0
168,10035503,10038137.0
169,10035503,10038134.0
170,10035503,10884333.0
171,10035504,20062900.0
172,10035504,10728318.0
173,10035504,10728647.0
174,10035504,10727999.0
175,10035504,10728561.0
176,10035504,10728696.0
177,10035504,10036270.0
178,10035504,10035502.0
179,10035504,11002683.0
180,10035504,10038135.0
181,10035504,10347407.0
182,10035504,10347391.0
183,10035614,11091290.0
184,10035614,10083401.0
185,10035614,10398694.0
186,10035614,10078144.0
187,10035614,10728325.0
188,10035614,20096371.0
189,10035614,10727982.0
190,10035614,10082365.0
191,10035614,10782251.0
192,10035614,10112663.0
193,10035614,11091290.0
194,10035614,10083401.0
195,10035614,10398694.0
196,10035614,10078144.0
197,10035614,10121261.0
198,10035634,10728635.0
199,10035634,10219186.0
200,10035634,10728176.0
201,10035634,11120731.0
202,10035634,10728430.0
203,10035634,11120733.0
204,10035634,10698827.0
205,10035634,10700405.0
206,10035634,10691333.0
207,10035634,10700439.0
208,10035634,10219186.0
209,10035634,10728635.0
210,10035634,10075943.0
211,10035634,10728306.0
212,10035634,10904660.0
213,10035734,10083401.0
214,10035734,10398694.0
215,10035734,10078144.0
216,10035734,10728325.0
217,10035734,10728010.0
218,10035734,10082365.0
219,10035734,10782251.0
220,10035734,10035614.0
221,10035734,10083401.0
222,10035734,10398694.0
223,10035734,10078144.0
224,10035997,11150374.0
225,10035997,10895073.0
226,10035997,10024232.0
227,10035997,10040875.0
228,10035997,10029049.0
229,10035997,10035614.0
230,10035997,10791672.0
231,10035997,10818624.0
232,10035997,10121227.0
233,10035997,10728029.0
234,10035997,10728635.0
235,10035997,10076144.0
236,10036186,11123778.0
237,10036186,11097301.0
238,10036186,10876619.0
239,10036186,11056852.0
240,10036186,11056855.0
241,10036186,11056848.0
242,10036186,10728537.0
243,10036186,10728305.0
244,10036186,10728698.0
245,10036186,10043468.0
246,10036186,10876619.0
247,10036186,11123778.0
248,10036186,11097301.0
249,10036186,10904663.0
250,10036186,10480197.0
251,10036223,20000319.0
252,10036223,10105655.0
253,10036223,11120560.0
254,10036223,10553431.0
255,10036223,10342875.0
256,10036223,10728522.0
257,10036223,10728691.0
258,10036223,10727979.0
259,10036223,10728692.0
260,10036223,10035501.0
261,10036223,20000319.0
262,10036223,10105655.0
263,10036223,11120560.0
264,10036223,10553431.0
265,10036223,10342875.0
266,10036268,10906145.0
267,10036268,10728021.0
268,10036268,10036549.0
269,10036268,10036272.0
270,10036268,10036273.0
271,10036268,10038134.0
272,10036268,10058192.0
273,10036268,10041298.0
274,10036268,10906145.0
275,10036270,10842128.0
276,10036270,11095923.0
277,10036270,20100199.0
278,10036270,10036272.0
279,10036270,20021209.0
280,10036270,10058192.0
281,10036270,10036273.0
282,10036270,10575986.0
283,10036270,10489052.0
284,10036270,10781151.0
285,10036270,10842128.0
286,10036270,10347738.0
287,10036270,10728683.0
288,10036270,10398694.0
289,10036270,10950596.0
290,10036272,10728683.0
291,10036272,11091174.0
292,10036272,11091290.0
293,10036272,10728345.0
294,10036272,10036270.0
295,10036272,10036273.0
296,10036272,10895073.0
297,10036272,10817811.0
298,10036272,10958533.0
299,10036272,20044788.0
300,10036272,10728683.0
301,10036272,11091174.0
302,10036272,11091290.0
303,10036272,10347738.0
304,10036272,10946264.0
305,10036273,20000319.0
306,10036273,10069016.0
307,10036273,10553431.0
308,10036273,11120560.0
309,10036273,10061675.0
310,10036273,10728691.0
311,10036273,10728689.0
312,10036273,10727979.0
313,10036273,10036272.0
314,10036273,20021209.0
315,10036273,10061675.0
316,10036273,20000319.0
317,10036273,10069016.0
318,10036273,10553431.0
319,10036273,11120560.0
320,10036277,11097301.0
321,10036277,10769395.0
322,10036277,10769359.0
323,10036277,10769401.0
324,10036277,10728345.0
325,10036277,10728127.0
326,10036277,10958533.0
327,10036277,20044788.0
328,10036277,10895073.0
329,10036277,10041298.0
330,10036277,11097301.0
331,10036277,10769395.0
332,10036277,10769359.0
333,10036277,10769401.0
334,10036547,10347408.0
335,10036547,10699690.0
336,10036547,10508043.0
337,10036547,10036584.0
338,10036547,10728022.0
339,10036547,10817811.0
340,10036547,10786457.0
341,10036547,10036550.0
342,10036547,10347408.0
343,10036549,11091290.0
344,10036549,10728345.0
345,10036549,11075514.0
346,10036549,10728420.0
347,10036549,10958533.0
348,10036549,10895073.0
349,10036549,10036550.0
350,10036549,10036268.0
351,10036549,20083097.0
352,10036549,10331664.0
353,10036549,11091290.0
354,10036549,10728635.0
355,10036549,10728538.0
356,10036549,10348094.0
357,10036550,11091174.0
358,10036550,11091290.0
359,10036550,10342875.0
360,10036550,10728345.0
361,10036550,11075514.0
362,10036550,11056849.0
363,10036550,10895073.0
364,10036550,10958533.0
365,10036550,10817811.0
366,10036550,10036270.0
367,10036550,11091174.0
368,10036550,10342875.0
369,10036550,11091290.0
370,10036550,10807250.0
371,10036550,11114531.0
372,10036553,10769362.0
373,10036553,10746874.0
374,10036553,10728345.0
375,10036553,11075514.0
376,10036553,10036270.0
377,10036553,20021209.0
378,10036553,20072762.0
379,10036553,11094016.0
380,10036553,10958533.0
381,10036553,10895073.0
382,10036553,10746874.0
383,10036553,10769362.0
384,10036553,10407830.0
385,10036553,10769395.0
386,10036553,10769355.0
387,10036584,10728683.0
388,10036584,10934465.0
389,10036584,10937514.0
390,10036584,10059435.0
391,10036584,20096369.0
392,10036584,10728696.0
393,10036584,20083097.0
394,10036584,20032024.0
395,10036584,10058192.0
396,10036584,10036272.0
397,10036584,10059435.0
398,10036584,10728683.0
399,10036584,10934465.0
400,10036584,10937514.0
401,10036645,10906148.0
402,10036645,10728680.0
403,10036645,10728345.0
404,10036645,10771105.0
405,10036645,10727996.0
406,10036645,10508043.0
407,10036645,10035734.0
408,10036645,10480560.0
409,10036645,10906148.0
410,10036699,10728031.0
411,10036699,11016062.0
412,10036699,10727930.0
413,10036699,10727931.0
414,10036699,10769391.0
415,10036699,10769252.0
416,10036699,10341188.0
417,10036699,11120729.0
418,10036699,10728511.0
419,10036699,10759796.0
420,10036699,10728031.0
421,10036699,11016062.0
422,10036699,10727930.0
423,10036699,10341188.0
424,10036699,10727931.0
425,10037717,10937514.0
426,10037717,10906145.0
427,10037717,10728306.0
428,10037717,11091727.0
429,10037717,10552999.0
430,10037717,10728691.0
431,10037717,10727952.0
432,10037717,10728668.0
433,10037717,10728305.0
434,10037717,10727977.0
435,10037717,10937514.0
436,10037717,11091727.0
437,10037717,10906145.0
438,10037717,10728306.0
439,10037717,10552999.0
440,10038031,10935938.0
441,10038031,20033114.0
442,10038031,10728691.0
443,10038031,10943147.0
444,10038031,10038032.0
445,10038031,10038134.0
446,10038031,10038049.0
447,10038031,10112667.0
448,10038031,10263887.0
449,10038031,10121281.0
450,10038031,20033114.0
451,10038031,10935938.0
452,10038032,10747826.0
453,10038032,11096322.0
454,10038032,20033114.0
455,10038032,10038031.0
456,10038032,10943147.0
457,10038032,10038134.0
458,10038032,10772812.0
459,10038032,10304707.0
460,10038032,10038049.0
461,10038032,10774187.0
462,10038032,10747826.0
463,10038032,11096322.0
464,10038032,20033114.0
465,10038032,10747828.0
466,10038032,10906194.0
467,10038049,10769359.0
468,10038049,10071824.0
469,10038049,20100199.0
470,10038049,10728022.0
471,10038049,10727999.0
472,10038049,20096355.0
473,10038049,10036270.0
474,10038049,10036550.0
475,10038049,10036273.0
476,10038049,10035614.0
477,10038049,10769359.0
478,10038049,10071824.0
479,10038049,10769355.0
480,10038049,10766745.0
481,10038049,10812611.0
482,10038105,10728536.0
483,10038105,10036270.0
484,10038105,10058192.0
485,10038105,10036272.0
486,10038105,10036273.0
487,10038105,10041298.0
488,10038105,10958533.0
489,10038105,10728635.0
490,10038105,10728683.0
491,10038105,10839313.0
492,10038106,10728306.0
493,10038106,10769355.0
494,10038106,11120560.0
495,10038106,10733075.0
496,10038106,10727952.0
497,10038106,10771146.0
498,10038106,10728698.0
499,10038106,20096364.0
500,10038106,20021209.0
501,10038106,10036270.0
502,10038106,11120560.0
503,10038106,10728306.0
504,10038106,10733075.0
505,10038106,10769355.0
506,10038106,10906139.0
507,10038134,10342875.0
508,10038134,20100199.0
509,10038134,20096355.0
510,10038134,10728425.0
511,10038134,20096371.0
512,10038134,10786457.0
513,10038134,10036270.0
514,10038134,20021209.0
515,10038134,10038032.0
516,10038134,10036272.0
517,10038134,10342875.0
518,10038134,10747826.0
519,10038134,10056561.0
520,10038134,10769395.0
521,10038134,10747828.0
522,10038135,10937512.0
523,10038135,10347408.0
524,10038135,10728692.0
525,10038135,10728337.0
526,10038135,10728689.0
527,10038135,20062900.0
528,10038135,10728668.0
529,10038135,10727999.0
530,10038135,10036270.0
531,10038135,10038134.0
532,10038135,10347408.0
533,10038135,10937512.0
534,10038135,10072327.0
535,10038135,10728306.0
536,10038135,10934517.0
537,10038136,11128974.0
538,10038136,11091649.0
539,10038136,10056561.0
540,10038136,10728668.0
541,10038136,10728643.0
542,10038136,10728638.0
543,10038136,10728673.0
544,10038136,10728325.0
545,10038136,10036270.0
546,10038136,10058192.0
547,10038136,11091649.0
548,10038136,11128974.0
549,10038136,10056561.0
550,10038136,10553429.0
551,10038136,10347391.0
552,10038137,10769359.0
553,10038137,10072327.0
554,10038137,10347407.0
555,10038137,11056854.0
556,10038137,10728638.0
557,10038137,11056853.0
558,10038137,11056852.0
559,10038137,10035504.0
560,10038137,10038134.0
561,10038137,10112663.0
562,10038137,10072327.0
563,10038137,10347407.0
564,10038137,10769359.0
565,10038137,10513624.0
566,10038137,10906139.0
567,10038836,10747828.0
568,10038836,10585204.0
569,10038836,10951422.0
570,10038836,10035501.0
571,10038836,10304707.0
572,10038836,10726310.0
573,10038836,10024232.0
574,10038836,10199666.0
575,10038836,10747828.0
576,10038874,10121261.0
577,10038874,10950596.0
578,10038874,10824196.0
579,10038874,10038134.0
580,10038874,10772812.0
581,10038874,10304707.0
582,10038874,10024260.0
583,10038874,10161190.0
584,10038874,10508043.0
585,10038874,10024232.0
586,10038874,10950596.0
587,10038874,10121261.0
588,10038874,10824196.0
589,10038908,11128974.0
590,10038908,10056561.0
591,10038908,10728643.0
592,10038908,10728698.0
593,10038908,10728301.0
594,10038908,10036270.0
595,10038908,10038136.0
596,10038908,11030213.0
597,10038908,10041051.0
598,10038908,11128974.0
599,10038908,10056561.0
600,10039679,11120644.0
601,10039679,10727993.0
602,10039679,10728533.0
603,10039679,10040875.0
604,10039679,10029049.0
605,10039679,10035614.0
606,10039679,10791672.0
607,10039679,10818624.0
608,10039679,10121227.0
609,10039679,10728029.0
610,10039679,10728635.0
611,10039679,10076144.0
612,10040875,11091848.0
613,10040875,10951187.0
614,10040875,10951182.0
615,10040875,10341188.0
616,10040875,20100199.0
617,10040875,10699947.0
618,10040875,11126587.0
619,10040875,20005882.0
620,10040875,10951187.0
621,10040875,10951182.0
622,10040875,11091848.0
623,10040875,10341188.0
624,10040884,10728322.0
625,10040884,10728683.0
626,10040884,10398694.0
627,10040884,11109179.0
628,10040884,11095923.0
629,10040884,10728127.0
630,10040884,10036270.0
631,10040884,10036272.0
632,10040884,20021209.0
633,10040884,10720471.0
634,10040884,10728322.0
635,10040884,10398694.0
636,10040884,11109179.0
637,10040884,10728683.0
638,10040884,10083522.0
639,10041051,10769359.0
640,10041051,10553431.0
641,10041051,10061675.0
642,10041051,10122105.0
643,10041051,10123682.0
644,10041051,10728691.0
645,10041051,10728005.0
646,10041051,10728123.0
647,10041051,10728019.0
648,10041051,10263887.0
649,10041051,10553431.0
650,10041051,10061675.0
651,10041051,10122105.0
652,10041051,10769359.0
653,10041051,10123682.0
654,10041098,10769362.0
655,10041098,10728601.0
656,10041098,10727979.0
657,10041098,10727999.0
658,10041098,10728689.0
659,10041098,11056848.0
660,10041098,10190912.0
661,10041098,10024244.0
662,10041098,10769362.0
663,10041098,10728601.0
664,10041298,10728322.0
665,10041298,20000319.0
666,10041298,11120560.0
667,10041298,10728643.0
668,10041298,10728418.0
669,10041298,10728143.0
670,10041298,10728692.0
671,10041298,20021209.0
672,10041298,10058192.0
673,10041298,10487758.0
674,10041298,20000319.0
675,10041298,11120560.0
676,10041298,10728322.0
677,10041298,10071824.0
678,10041298,10824196.0
679,10043468,11120385.0
680,10043468,10728345.0
681,10043468,10915695.0
682,10043468,10728525.0
683,10043468,11075514.0
684,10043468,11150374.0
685,10043468,10958533.0
686,10043468,10895073.0
687,10043468,20044788.0
688,10043468,20072762.0
689,10043468,11120385.0
690,10043468,10906146.0
691,10043468,10906172.0
692,10043468,10341188.0
693,10043468,10769220.0
694,10050643,10769359.0
695,10050643,10553431.0
696,10050643,10342875.0
697,10050643,10728643.0
698,10050643,10728691.0
699,10050643,11056853.0
700,10050643,10728685.0
701,10050643,10728005.0
702,10050643,20021209.0
703,10050643,10036273.0
704,10050643,10553431.0
705,10050643,10769359.0
706,10050643,10342875.0
707,10050643,10347845.0
708,10050643,10728322.0
709,10056561,10071828.0
710,10056561,10645774.0
711,10056561,10347396.0
712,10056561,10180734.0
713,10056561,10837531.0
714,10056561,11095923.0
715,10056561,11089693.0
716,10056561,10728670.0
717,10056561,11056849.0
718,10056561,10728685.0
719,10056561,10347396.0
720,10056561,10071828.0
721,10056561,10645774.0
722,10056561,10180734.0
723,10056561,10837531.0
724,10057742,10769405.0
725,10057742,10769362.0
726,10057742,10769401.0
727,10057742,10934558.0
728,10057742,10769395.0
729,10057742,20092994.0
730,10057742,11087571.0
731,10057742,10769391.0
732,10057742,11091629.0
733,10057742,11091630.0
734,10057742,11091629.0
735,10057742,10769405.0
736,10057742,11091630.0
737,10057742,11091628.0
738,10057742,10769362.0
739,10058192,10728683.0
740,10058192,10728322.0
741,10058192,10728422.0
742,10058192,11021746.0
743,10058192,10728418.0
744,10058192,11021763.0
745,10058192,10728123.0
746,10058192,10728643.0
747,10058192,10728143.0
748,10058192,10036270.0
749,10058192,10728683.0
750,10058192,10728322.0
751,10058192,10728422.0
752,10058192,11021746.0
753,10058192,10728601.0
754,10059275,10727930.0
755,10059275,10766755.0
756,10059275,10552999.0
757,10059275,10728672.0
758,10059275,10728000.0
759,10059275,10728420.0
760,10059275,10728839.0
761,10059275,10728251.0
762,10059275,20021209.0
763,10059275,10036270.0
764,10059275,10552999.0
765,10059275,10727930.0
766,10059275,10766755.0
767,10059275,10906145.0
768,10059275,10766752.0
769,10059312,10904663.0
770,10059312,10807250.0
771,10059312,10553070.0
772,10059312,11056849.0
773,10059312,10728005.0
774,10059312,10728000.0
775,10059312,10727979.0
776,10059312,10727982.0
777,10059312,10263887.0
778,10059312,10068011.0
779,10059312,10904663.0
780,10059312,10807250.0
781,10059312,10553070.0
782,10059312,10769395.0
783,10059312,10553431.0
784,10059431,10728683.0
785,10059431,10766745.0
786,10059431,10906145.0
787,10059431,10464214.0
788,10059431,10807250.0
789,10059431,10123682.0
790,10059431,10728839.0
791,10059431,10728698.0
792,10059431,20062566.0
793,10059431,10611174.0
794,10059431,10123682.0
795,10059431,10464214.0
796,10059431,10728683.0
797,10059431,10807250.0
798,10059431,10766745.0
799,10059435,20096369.0
800,10059435,10728643.0
801,10059435,10728696.0
802,10059435,10728250.0
803,10059435,10727977.0
804,10059435,10036584.0
805,10059435,20083097.0
806,10059435,10058192.0
807,10059435,10695635.0
808,10059435,10728635.0
809,10059435,10728683.0
810,10059435,10839313.0
811,10059950,10906145.0
812,10059950,10728601.0
813,10059950,11097301.0
814,10059950,10904663.0
815,10059950,10069548.0
816,10059950,10398694.0
817,10059950,10588436.0
818,10059950,10347396.0
819,10059950,10915692.0
820,10059950,10728692.0
821,10059950,10069548.0
822,10059950,10906145.0
823,10059950,10728601.0
824,10059950,10398694.0
825,10059950,11097301.0
826,10060537,20000319.0
827,10060537,10728643.0
828,10060537,10728000.0
829,10060537,10728695.0
830,10060537,10728005.0
831,10060537,10728685.0
832,10060537,11141870.0
833,10060537,20021209.0
834,10060537,10569016.0
835,10060537,10036273.0
836,10060537,20000319.0
837,10060537,11120560.0
838,10060537,10553431.0
839,10060537,10219186.0
840,10060537,10728027.0
841,10060599,10906166.0
842,10060599,10769395.0
843,10060599,10769362.0
844,10060599,10906146.0
845,10060599,10727931.0
846,10060599,10728306.0
847,10060599,10769405.0
848,10060599,10413394.0
849,10060599,10728668.0
850,10060599,10728000.0
851,10060599,10906166.0
852,10060599,10769395.0
853,10060599,10769362.0
854,10060599,10906146.0
855,10060599,10413394.0
856,10061066,10121261.0
857,10061066,10950582.0
858,10061066,10342875.0
859,10061066,10954306.0
860,10061066,20016044.0
861,10061066,10237193.0
862,10061066,10355280.0
863,10061066,10950596.0
864,10061066,10728685.0
865,10061066,10728127.0
866,10061066,10950582.0
867,10061066,10342875.0
868,10061066,10954306.0
869,10061066,20016044.0
870,10061066,10237193.0
871,10061675,10728683.0
872,10061675,20033624.0
873,10061675,10069016.0
874,10061675,10123682.0
875,10061675,11087572.0
876,10061675,10727979.0
877,10061675,10728698.0
878,10061675,10036273.0
879,10061675,20021209.0
880,10061675,10495384.0
881,10061675,20033624.0
882,10061675,10069016.0
883,10061675,10123682.0
884,10061675,10728683.0
885,10061675,10122105.0
886,10063950,10769355.0
887,10063950,20027812.0
888,10063950,20033624.0
889,10063950,11095923.0
890,10063950,20061962.0
891,10063950,20046533.0
892,10063950,10564473.0
893,10063950,10036272.0
894,10063950,10796040.0
895,10063950,10405236.0
896,10063950,10769355.0
897,10063950,20027812.0
898,10063950,20033624.0
899,10063950,10766745.0
900,10063950,10121261.0
901,10065002,10728601.0
902,10065002,10728029.0
903,10065002,10727983.0
904,10065002,10727982.0
905,10065002,10727953.0
906,10065002,10720005.0
907,10065002,10487758.0
908,10065002,10635802.0
909,10065002,10728601.0
910,10065002,10728029.0
911,10067401,11120620.0
912,10067401,10069195.0
913,10067401,10069547.0
914,10067401,10728181.0
915,10067401,10728417.0
916,10067401,10728301.0
917,10067401,10728685.0
918,10067401,10727995.0
919,10067401,10728698.0
920,10067401,10728525.0
921,10067401,10069195.0
922,10067401,11120620.0
923,10067401,10069547.0
924,10067401,10095615.0
925,10067401,10553070.0
926,10067455,10728306.0
927,10067455,10398694.0
928,10067455,10348093.0
929,10067455,10347412.0
930,10067455,10348090.0
931,10067455,10342875.0
932,10067455,20033114.0
933,10067455,10341188.0
934,10067455,10727977.0
935,10067455,11150374.0
936,10067455,10348093.0
937,10067455,10347412.0
938,10067455,10348090.0
939,10067455,10398694.0
940,10067455,10342875.0
941,10067458,11087571.0
942,10067458,10347726.0
943,10067458,10219186.0
944,10067458,10972217.0
945,10067458,10401471.0
946,10067458,11120618.0
947,10067458,10728251.0
948,10067458,10728421.0
949,10067458,20096366.0
950,10067458,11120624.0
951,10067458,11087571.0
952,10067458,10347726.0
953,10067458,10219186.0
954,10067458,10972217.0
955,10067458,10401471.0
956,10067650,10078454.0
957,10067650,10705613.0
958,10067650,20034092.0
959,10067650,11120731.0
960,10067650,11021769.0
961,10067650,20077075.0
962,10067650,10112665.0
963,10067650,10112664.0
964,10067650,20072762.0
965,10067650,10226814.0
966,10067650,20034092.0
967,10067650,10078454.0
968,10067650,10705613.0
969,10067650,10728306.0
970,10067650,10992032.0
971,10067997,10906146.0
972,10067997,10769359.0
973,10067997,10553070.0
974,10067997,11120560.0
975,10067997,10061675.0
976,10067997,10727999.0
977,10067997,10728000.0
978,10067997,10068011.0
979,10067997,20021209.0
980,10067997,10530092.0
981,10067997,10553070.0
982,10067997,10061675.0
983,10067997,10906146.0
984,10067997,10769359.0
985,10067997,11120560.0
986,10068011,10727930.0
987,10068011,10553070.0
988,10068011,10553429.0
989,10068011,10553431.0
990,10068011,10061675.0
991,10068011,11056853.0
992,10068011,10728691.0
993,10068011,10067997.0
994,10068011,10263887.0
995,10068011,20021209.0
996,10068011,10553070.0
997,10068011,10553429.0
998,10068011,10553431.0
999,10068011,10061675.0
1000,10068011,10727930.0
1001,10068024,10769362.0
1002,10068024,10906146.0
1003,10068024,10769355.0
1004,10068024,10727931.0
1005,10068024,10769391.0
1006,10068024,10553070.0
1007,10068024,10950501.0
1008,10068024,10115822.0
1009,10068024,10131566.0
1010,10068024,10728000.0
1011,10068024,10553070.0
1012,10068024,10950501.0
1013,10068024,10769362.0
1014,10068024,10906146.0
1015,10068024,10769355.0
1016,10068038,10769355.0
1017,10068038,10769359.0
1018,10068038,10769362.0
1019,10068038,10769391.0
1020,10068038,10727930.0
1021,10068038,10078511.0
1022,10068038,10155902.0
1023,10068038,10553429.0
1024,10068038,10131566.0
1025,10068038,11056850.0
1026,10068038,10078511.0
1027,10068038,10155902.0
1028,10068038,10553429.0
1029,10068038,10131566.0
1030,10068038,10769355.0
1031,10068525,10728683.0
1032,10068525,11120729.0
1033,10068525,10727977.0
1034,10068525,10745640.0
1035,10068525,10575986.0
1036,10068525,10405236.0
1037,10068525,10058192.0
1038,10068525,10036272.0
1039,10068525,10728683.0
1040,10068798,10728538.0
1041,10068798,10937514.0
1042,10068798,20074447.0
1043,10068798,10947264.0
1044,10068798,10728568.0
1045,10068798,10728511.0
1046,10068798,10915696.0
1047,10068798,20071389.0
1048,10068798,10728698.0
1049,10068798,10728000.0
1050,10068798,10947264.0
1051,10068798,20074447.0
1052,10068798,10728538.0
1053,10068798,10937514.0
1054,10069016,10728538.0
1055,10069016,10061675.0
1056,10069016,10727979.0
1057,10069016,10728685.0
1058,10069016,10728511.0
1059,10069016,10728577.0
1060,10069016,10728698.0
1061,10069016,10728251.0
1062,10069016,10036273.0
1063,10069016,10254161.0
1064,10069016,10061675.0
1065,10069016,10728538.0
1066,10069016,10342875.0
1067,10069016,10998558.0
1068,10069016,11087571.0
1069,10069117,10131566.0
1070,10069117,10950227.0
1071,10069117,10095301.0
1072,10069117,10078133.0
1073,10069117,10950728.0
1074,10069117,10799770.0
1075,10069117,10950685.0
1076,10069117,10206445.0
1077,10069117,10095258.0
1078,10069117,10728668.0
1079,10069117,10131566.0
1080,10069117,10950227.0
1081,10069117,10095301.0
1082,10069117,10078133.0
1083,10069117,10950728.0
1084,10069195,10979227.0
1085,10069195,10067401.0
1086,10069195,10342875.0
1087,10069195,10728181.0
1088,10069195,10728612.0
1089,10069195,10728301.0
1090,10069195,10728525.0
1091,10069195,10728127.0
1092,10069195,10728010.0
1093,10069195,10728698.0
1094,10069195,10067401.0
1095,10069195,10342875.0
1096,10069195,10979227.0
1097,10069277,10071824.0
1098,10069277,10693790.0
1099,10069277,10710868.0
1100,10069277,10728668.0
1101,10069277,10112665.0
1102,10069277,10165767.0
1103,10069277,10103815.0
1104,10069277,10104007.0
1105,10069277,10120564.0
1106,10069277,10112663.0
1107,10069277,10693790.0
1108,10069277,10710868.0
1109,10069277,10071824.0
1110,10069277,10766745.0
1111,10069277,20013002.0
1112,10069547,11120620.0
1113,10069547,10067401.0
1114,10069547,20033114.0
1115,10069547,10728417.0
1116,10069547,10728685.0
1117,10069547,10728005.0
1118,10069547,10727995.0
1119,10069547,10728537.0
1120,10069547,20096364.0
1121,10069547,10728000.0
1122,10069547,11120620.0
1123,10069547,10067401.0
1124,10069547,20033114.0
1125,10069547,10484135.0
1126,10069547,10105654.0
1127,10069548,10728601.0
1128,10069548,10769252.0
1129,10069548,10906145.0
1130,10069548,10727931.0
1131,10069548,10728683.0
1132,10069548,11097301.0
1133,10069548,10398694.0
1134,10069548,10290513.0
1135,10069548,20016044.0
1136,10069548,10728251.0
1137,10069548,10728601.0
1138,10069548,10398694.0
1139,10069548,10769252.0
1140,10069548,10906145.0
1141,10069548,10727931.0
1142,10069550,11128967.0
1143,10069550,10766745.0
1144,10069550,10727931.0
1145,10069550,10906146.0
1146,10069550,10347726.0
1147,10069550,10095260.0
1148,10069550,11143820.0
1149,10069550,10728670.0
1150,10069550,10728000.0
